"catalogNumber","traitID","taxonID","stageID","observationNumber","scientificName","traitName","traitValue","traitUnit","valueType","lifeStage","assocTemperature","dispersionSD","individualCount","sizeType","sizeAssocName","sizeAssocUnit","sizeAssocValue","sizeAssocSD","sizeAssocN","sizeAssocReference","verbatimLocality","decimalLongitude","decimalLatitude","notes","primaryReference","secondaryReference","primaryReferenceDOI","secondaryReferenceDOI","acceptedNameUsageID","acceptedNameUsage","taxonRank","kingdom","phylum","class","order","family","genus","majorgroup","basisOfRecord","basisOfRecordDescription","uploadBy","uploadDate","maxObsNum","verbatimScientificName","verbatimTraitName","verbatimTraitValue","verbatimTraitUnit","verbatimLifeStage","verbatimTemperature","verbatimNotes","aggregateMeasure","isDerived","catalogSource","errorRisk","errorRiskRank"
"55-2939-1",55,2939,0,1,"Phorcosergia phorca","lipidPAFDW","23.8","percent","numeric",NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,"California Current",NA,NA,"","Childress1974","Torres2022",NA,NA,"urn:lsid:marinespecies.org:taxname:1056512","Phorcosergia phorca (Faxon, 1893)","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Sergestidae","Phorcosergia","Decapod","literature",NA,"P. Pata","2023-06-28",1,"Sergestes phorcus","lipid_pafdw_Mean","23.8","percent",NA,NA,NA,FALSE,FALSE,NA,NA,NA
"55-2997-1",55,2997,0,1,"Systellaspis cristata","lipidPAFDW","49","percent","numeric",NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,"California Current",NA,NA,"","Childress1974","Torres2022",NA,NA,"urn:lsid:marinespecies.org:taxname:107604","Systellaspis cristata (Faxon, 1893)","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Oplophoridae","Systellaspis","Decapod","literature",NA,"P. Pata","2023-06-28",1,"Systellaspis cristata","lipid_pafdw_Mean","49","percent",NA,NA,NA,FALSE,FALSE,NA,NA,NA
"55-2916-1",55,2916,0,1,"Pasiphaea chacei","lipidPAFDW","14.7","percent","numeric",NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,"California Current",NA,NA,"","Childress1974","Torres2022",NA,NA,"urn:lsid:marinespecies.org:taxname:514218","Pasiphaea chacei Yaldwyn, 1962","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Pasiphaeidae","Pasiphaea","Decapod","literature",NA,"P. Pata","2023-06-28",1,"Pasiphaea chacei","lipid_pafdw_Mean","14.7","percent",NA,NA,NA,FALSE,FALSE,NA,NA,NA
"55-2917-1",55,2917,0,1,"Pasiphaea emarginata","lipidPAFDW","38","percent","numeric",NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,"California Current",NA,NA,"","Childress1974","Torres2022",NA,NA,"urn:lsid:marinespecies.org:taxname:514223","Pasiphaea emarginata Rathbun, 1902","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Pasiphaeidae","Pasiphaea","Decapod","literature",NA,"P. Pata","2023-06-28",1,"Pasaphaea emarginata","lipid_pafdw_Mean","38","percent",NA,NA,NA,FALSE,FALSE,NA,NA,NA
"55-3492-1",55,3492,0,1,"Boreomysis californica","lipidPAFDW","32.9","percent","numeric",NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,"California Current",NA,NA,"","Childress1974","Torres2022",NA,NA,"urn:lsid:marinespecies.org:taxname:226344","Boreomysis californica Ortmann, 1894","Species","Animalia","Arthropoda","Malacostraca","Mysida","Mysidae","Boreomysis","Mysid","literature",NA,"P. Pata","2023-06-28",1,"Boreomysis californica","lipid_pafdw_Mean","32.9","percent",NA,NA,NA,FALSE,FALSE,NA,NA,NA
"55-3023-1",55,3023,0,1,"Euphausia pacifica","lipidPAFDW","13","percent","numeric",NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,"California Current",NA,NA,"","Childress1974","Torres2022",NA,NA,"urn:lsid:marinespecies.org:taxname:237851","Euphausia pacifica Hansen, 1911","Species","Animalia","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","Euphausia","Euphausiid","literature",NA,"P. Pata","2023-06-28",1,"Euphausia pacifica","lipid_pafdw_Mean","13","percent",NA,NA,NA,FALSE,FALSE,NA,NA,NA
"55-2856-1",55,2856,0,1,"Notogennema kempi","lipidPAFDW","54","percent","numeric",NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,"Antarctica",NA,NA,"Spring or summer","Donnelly2004; Torres1994b","Torres2022",NA,NA,"urn:lsid:marinespecies.org:taxname:1566089","Notogennema kempi (Stebbing, 1914)","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Benthesicymidae","Notogennema","Decapod","literature",NA,"P. Pata","2023-06-28",1,"Gennadas kempi","lipid_pafdw_Mean","54","percent",NA,NA,NA,FALSE,FALSE,NA,NA,NA
"55-2934-1",55,2934,0,1,"Petalidium foliaceum","lipidPAFDW","47.5","percent","numeric",NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,"Antarctica",NA,NA,"Winter","Donnelly2004; Torres1994b","Torres2022",NA,NA,"urn:lsid:marinespecies.org:taxname:369210","Petalidium foliaceum Spence Bate, 1881","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Sergestidae","Petalidium","Decapod","literature",NA,"P. Pata","2023-06-28",1,"Petalidium foliaceum","lipid_pafdw_Mean","47.5","percent",NA,NA,NA,FALSE,FALSE,NA,NA,NA
"55-2850-1",55,2850,0,1,"Nematocarcinus lanceopes","lipidPAFDW","35","percent","numeric",NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,"Antarctica",NA,NA,"Spring or summer","Donnelly2004; Torres1994b","Torres2022",NA,NA,"urn:lsid:marinespecies.org:taxname:369209","Nematocarcinus lanceopes Spence Bate, 1888","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Nematocarcinidae","Nematocarcinus","Decapod","literature",NA,"P. Pata","2023-06-28",1,"Nematocarcinus lanceopes","lipid_pafdw_Mean","35","percent",NA,NA,NA,FALSE,FALSE,NA,NA,NA
"55-3496-1",55,3496,0,1,"Boreomysis rostrata","lipidPAFDW","29.8","percent","numeric",NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,"Antarctica",NA,NA,"Winter","Donnelly2004; Torres1994b","Torres2022",NA,NA,"urn:lsid:marinespecies.org:taxname:226891","Boreomysis rostrata Illig, 1906","Species","Animalia","Arthropoda","Malacostraca","Mysida","Mysidae","Boreomysis","Mysid","literature",NA,"P. Pata","2023-06-28",1,"Boreomysis rostrata","lipid_pafdw_Mean","29.8","percent",NA,NA,NA,FALSE,FALSE,NA,NA,NA
"55-3027-1",55,3027,0,1,"Euphausia triacantha","lipidPAFDW","2.7","percent","numeric",NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,"Antarctica",NA,NA,"Winter","Donnelly2004; Torres1994b","Torres2022",NA,NA,"urn:lsid:marinespecies.org:taxname:236220","Euphausia triacantha Holt & Tattersall, 1906","Species","Animalia","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","Euphausia","Euphausiid","literature",NA,"P. Pata","2023-06-28",1,"Euphausia triacantha","lipid_pafdw_Mean","2.7","percent",NA,NA,NA,FALSE,FALSE,NA,NA,NA
"73-2774-1",73,2774,0,1,"Gennadas propinquus","energyDensityAFDW","20.80337184","J mg AFDW^-1","numeric",NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,"California Current",NA,NA,"","Childress1974","Torres2022",NA,NA,"urn:lsid:marinespecies.org:taxname:377442","Gennadas propinquus Rathbun, 1906","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Benthesicymidae","Gennadas","Decapod","literature",NA,"P. Pata","2023-06-28",1,"Gennadas propinquus","energyDensity_calafdw","4.9688","kcal g AFDM-1",NA,NA,NA,FALSE,FALSE,NA,NA,NA
"73-2759-1",73,2759,0,1,"Eusergestes similis","energyDensityAFDW","17.2203084","J mg AFDW^-1","numeric",NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,"California Current",NA,NA,"","Childress1974","Torres2022",NA,NA,"urn:lsid:marinespecies.org:taxname:514127","Eusergestes similis (Hansen, 1903)","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Sergestidae","Eusergestes","Decapod","literature",NA,"P. Pata","2023-06-28",1,"Sergestes similis","energyDensity_calafdw","4.113","kcal g AFDM-1",NA,NA,NA,FALSE,FALSE,NA,NA,NA
"73-2939-1",73,2939,0,1,"Phorcosergia phorca","energyDensityAFDW","22.0372218","J mg AFDW^-1","numeric",NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,"California Current",NA,NA,"","Childress1974","Torres2022",NA,NA,"urn:lsid:marinespecies.org:taxname:1056512","Phorcosergia phorca (Faxon, 1893)","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Sergestidae","Phorcosergia","Decapod","literature",NA,"P. Pata","2023-06-28",1,"Sergestes phorcus","energyDensity_calafdw","5.2635","kcal g AFDM-1",NA,NA,NA,FALSE,FALSE,NA,NA,NA
"73-2997-1",73,2997,0,1,"Systellaspis cristata","energyDensityAFDW","26.58157452","J mg AFDW^-1","numeric",NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,"California Current",NA,NA,"","Childress1974","Torres2022",NA,NA,"urn:lsid:marinespecies.org:taxname:107604","Systellaspis cristata (Faxon, 1893)","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Oplophoridae","Systellaspis","Decapod","literature",NA,"P. Pata","2023-06-28",1,"Systellaspis cristata","energyDensity_calafdw","6.3489","kcal g AFDM-1",NA,NA,NA,FALSE,FALSE,NA,NA,NA
"73-2916-1",73,2916,0,1,"Pasiphaea chacei","energyDensityAFDW","17.9739324","J mg AFDW^-1","numeric",NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,"California Current",NA,NA,"","Childress1974","Torres2022",NA,NA,"urn:lsid:marinespecies.org:taxname:514218","Pasiphaea chacei Yaldwyn, 1962","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Pasiphaeidae","Pasiphaea","Decapod","literature",NA,"P. Pata","2023-06-28",1,"Pasiphaea chacei","energyDensity_calafdw","4.293","kcal g AFDM-1",NA,NA,NA,FALSE,FALSE,NA,NA,NA
"73-2917-1",73,2917,0,1,"Pasiphaea emarginata","energyDensityAFDW","23.01316488","J mg AFDW^-1","numeric",NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,"California Current",NA,NA,"","Childress1974","Torres2022",NA,NA,"urn:lsid:marinespecies.org:taxname:514223","Pasiphaea emarginata Rathbun, 1902","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Pasiphaeidae","Pasiphaea","Decapod","literature",NA,"P. Pata","2023-06-28",1,"Pasaphaea emarginata","energyDensity_calafdw","5.4966","kcal g AFDM-1",NA,NA,NA,FALSE,FALSE,NA,NA,NA
"73-3492-1",73,3492,0,1,"Boreomysis californica","energyDensityAFDW","19.99029528","J mg AFDW^-1","numeric",NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,"California Current",NA,NA,"","Childress1974","Torres2022",NA,NA,"urn:lsid:marinespecies.org:taxname:226344","Boreomysis californica Ortmann, 1894","Species","Animalia","Arthropoda","Malacostraca","Mysida","Mysidae","Boreomysis","Mysid","literature",NA,"P. Pata","2023-06-28",1,"Boreomysis californica","energyDensity_calafdw","4.7746","kcal g AFDM-1",NA,NA,NA,FALSE,FALSE,NA,NA,NA
"73-3023-1",73,3023,0,1,"Euphausia pacifica","energyDensityAFDW","17.040276","J mg AFDW^-1","numeric",NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,"California Current",NA,NA,"","Childress1974","Torres2022",NA,NA,"urn:lsid:marinespecies.org:taxname:237851","Euphausia pacifica Hansen, 1911","Species","Animalia","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","Euphausia","Euphausiid","literature",NA,"P. Pata","2023-06-28",1,"Euphausia pacifica","energyDensity_calafdw","4.07","kcal g AFDM-1",NA,NA,NA,FALSE,FALSE,NA,NA,NA
"73-2776-1",73,2776,0,1,"Gennadas valens","energyDensityAFDW","16.3243332","J mg AFDW^-1","numeric",NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,"Gulf of Mexico",NA,NA,"","Donnelly1993","Torres2022",NA,NA,"urn:lsid:marinespecies.org:taxname:107098","Gennadas valens (Smith, 1884)","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Benthesicymidae","Gennadas","Decapod","literature",NA,"P. Pata","2023-06-28",1,"Gennadas valens","energyDensity_calafdw","3.899","kcal g AFDM-1",NA,NA,NA,FALSE,FALSE,NA,NA,NA
"73-2743-1",73,2743,0,1,"Deosergestes henseni","energyDensityAFDW","16.5546072","J mg AFDW^-1","numeric",NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,"Gulf of Mexico",NA,NA,"","Donnelly1993","Torres2022",NA,NA,"urn:lsid:marinespecies.org:taxname:514121","Deosergestes henseni (Ortmann, 1893)","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Sergestidae","Deosergestes","Decapod","literature",NA,"P. Pata","2023-06-28",1,"Sergestes henseni","energyDensity_calafdw","3.954","kcal g AFDM-1",NA,NA,NA,FALSE,FALSE,NA,NA,NA
"73-2744-1",73,2744,0,1,"Deosergestes paraseminudus","energyDensityAFDW","16.077312","J mg AFDW^-1","numeric",NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,"Gulf of Mexico",NA,NA,"","Donnelly1993","Torres2022",NA,NA,"urn:lsid:marinespecies.org:taxname:514123","Deosergestes paraseminudus (Crosnier & Forest, 1973)","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Sergestidae","Deosergestes","Decapod","literature",NA,"P. Pata","2023-06-28",1,"Sergestes paraseminudus","energyDensity_calafdw","3.84","kcal g AFDM-1",NA,NA,NA,FALSE,FALSE,NA,NA,NA
"73-2938-1",73,2938,0,1,"Phorcosergia grandis","energyDensityAFDW","16.5211128","J mg AFDW^-1","numeric",NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,"Gulf of Mexico",NA,NA,"","Donnelly1993","Torres2022",NA,NA,"urn:lsid:marinespecies.org:taxname:1056510","Phorcosergia grandis (Sund, 1920)","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Sergestidae","Phorcosergia","Decapod","literature",NA,"P. Pata","2023-06-28",1,"Sergia grandis","energyDensity_calafdw","3.946","kcal g AFDM-1",NA,NA,NA,FALSE,FALSE,NA,NA,NA
"73-2972-1",73,2972,0,1,"Robustosergia robusta","energyDensityAFDW","17.542692","J mg AFDW^-1","numeric",NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,"Gulf of Mexico",NA,NA,"","Donnelly1993","Torres2022",NA,NA,"urn:lsid:marinespecies.org:taxname:1056517","Robustosergia robusta (Smith, 1882)","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Sergestidae","Robustosergia","Decapod","literature",NA,"P. Pata","2023-06-28",1,"Sergia robustus","energyDensity_calafdw","4.19","kcal g AFDM-1",NA,NA,NA,FALSE,FALSE,NA,NA,NA
"73-2693-1",73,2693,0,1,"Acanthephyra purpurea","energyDensityAFDW","16.6048488","J mg AFDW^-1","numeric",NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,"Gulf of Mexico",NA,NA,"","Donnelly1993","Torres2022",NA,NA,"urn:lsid:marinespecies.org:taxname:107582","Acanthephyra purpurea A. Milne-Edwards, 1881","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Acanthephyridae","Acanthephyra","Decapod","literature",NA,"P. Pata","2023-06-28",1,"Acanthephyra purpurea","energyDensity_calafdw","3.966","kcal g AFDM-1",NA,NA,NA,FALSE,FALSE,NA,NA,NA
"73-2998-1",73,2998,0,1,"Systellaspis debilis","energyDensityAFDW","16.2322236","J mg AFDW^-1","numeric",NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,"Gulf of Mexico",NA,NA,"","Donnelly1993","Torres2022",NA,NA,"urn:lsid:marinespecies.org:taxname:107605","Systellaspis debilis (A. Milne-Edwards, 1881)","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Oplophoridae","Systellaspis","Decapod","literature",NA,"P. Pata","2023-06-28",1,"Systellaspis debilis","energyDensity_calafdw","3.877","kcal g AFDM-1",NA,NA,NA,FALSE,FALSE,NA,NA,NA
"73-2918-1",73,2918,0,1,"Pasiphaea merriami","energyDensityAFDW","18.2921292","J mg AFDW^-1","numeric",NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,"Gulf of Mexico",NA,NA,"","Donnelly1993","Torres2022",NA,NA,"urn:lsid:marinespecies.org:taxname:421667","Pasiphaea merriami Schmitt, 1931","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Pasiphaeidae","Pasiphaea","Decapod","literature",NA,"P. Pata","2023-06-28",1,"Pasiphaea merriami","energyDensity_calafdw","4.369","kcal g AFDM-1",NA,NA,NA,FALSE,FALSE,NA,NA,NA
"73-2910-1",73,2910,0,1,"Parapasiphae sulcatifrons","energyDensityAFDW","23.1906852","J mg AFDW^-1","numeric",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"Gulf of Mexico",NA,NA,"","Donnelly1993","Torres2022",NA,NA,"urn:lsid:marinespecies.org:taxname:107673","Parapasiphae sulcatifrons SI Smith, 1884","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Pasiphaeidae","Parapasiphae","Decapod","literature",NA,"P. Pata","2023-06-28",1,"Parapasiphaea sulcatifrons","energyDensity_calafdw","5.539","kcal g AFDM-1",NA,NA,NA,FALSE,FALSE,NA,NA,NA
"73-2856-1",73,2856,0,1,"Notogennema kempi","energyDensityAFDW","27.65674476","J mg AFDW^-1","numeric",NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,"Antarctica",NA,NA,"Spring or summer","Donnelly2004; Torres1994b","Torres2022",NA,NA,"urn:lsid:marinespecies.org:taxname:1566089","Notogennema kempi (Stebbing, 1914)","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Benthesicymidae","Notogennema","Decapod","literature",NA,"P. Pata","2023-06-28",1,"Gennadas kempi","energyDensity_calafdw","6.6057","kcal g AFDM-1",NA,NA,NA,FALSE,FALSE,NA,NA,NA
"73-2934-1",73,2934,0,1,"Petalidium foliaceum","energyDensityAFDW","21.90826836","J mg AFDW^-1","numeric",NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,"Antarctica",NA,NA,"Winter","Donnelly2004; Torres1994b","Torres2022",NA,NA,"urn:lsid:marinespecies.org:taxname:369210","Petalidium foliaceum Spence Bate, 1881","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Sergestidae","Petalidium","Decapod","literature",NA,"P. Pata","2023-06-28",1,"Petalidium foliaceum","energyDensity_calafdw","5.2327","kcal g AFDM-1",NA,NA,NA,FALSE,FALSE,NA,NA,NA
"73-2850-1",73,2850,0,1,"Nematocarcinus lanceopes","energyDensityAFDW","21.46321152","J mg AFDW^-1","numeric",NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,"Antarctica",NA,NA,"Spring or summer","Donnelly2004; Torres1994b","Torres2022",NA,NA,"urn:lsid:marinespecies.org:taxname:369209","Nematocarcinus lanceopes Spence Bate, 1888","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Nematocarcinidae","Nematocarcinus","Decapod","literature",NA,"P. Pata","2023-06-28",1,"Nematocarcinus lanceopes","energyDensity_calafdw","5.1264","kcal g AFDM-1",NA,NA,NA,FALSE,FALSE,NA,NA,NA
"73-3496-1",73,3496,0,1,"Boreomysis rostrata","energyDensityAFDW","21.1475268","J mg AFDW^-1","numeric",NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,"Antarctica",NA,NA,"Winter","Donnelly2004; Torres1994b","Torres2022",NA,NA,"urn:lsid:marinespecies.org:taxname:226891","Boreomysis rostrata Illig, 1906","Species","Animalia","Arthropoda","Malacostraca","Mysida","Mysidae","Boreomysis","Mysid","literature",NA,"P. Pata","2023-06-28",1,"Boreomysis rostrata","energyDensity_calafdw","5.051","kcal g AFDM-1",NA,NA,NA,FALSE,FALSE,NA,NA,NA
"73-3027-1",73,3027,0,1,"Euphausia triacantha","energyDensityAFDW","14.17734216","J mg AFDW^-1","numeric",NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,"Antarctica",NA,NA,"Winter","Donnelly2004; Torres1994b","Torres2022",NA,NA,"urn:lsid:marinespecies.org:taxname:236220","Euphausia triacantha Holt & Tattersall, 1906","Species","Animalia","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","Euphausia","Euphausiid","literature",NA,"P. Pata","2023-06-28",1,"Euphausia triacantha","energyDensity_calafdw","3.3862","kcal g AFDM-1",NA,NA,NA,FALSE,FALSE,NA,NA,NA
"11-194-18",11,194,3,18,"Primno abyssalis","afdw","13.0129761904762","mg","numeric","female; female instar 15; female instar 16; female instar 17; female instar 18; female instar 19; male",NA,3.00065671243519,42,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"0.45 x 0.60; 0.79 x 0.52; 1.74 x 2.93; 1.8-2 mm; 13 mm individual; 15 cm individual; 2 cm individual; 35 mm body length; 4.5 mm individual; 4.6 x 2.6; 45 mm body length; 52 mm body length; 55 mm body length; 6-10 mm shell diameter; 77 mm body length; as life span in months (converted by x30 days); Associated dry mass value is midpoint of min and max values.; austral summer; Calculated from carbonPDW and dryWeight; Calculated from nitrogenPDW and dryWeight; Calculated from phosphorusPDW and dryWeight; calculated weight specific value from associated size value; corrected with assumed residual water of 11.7% of DW; days from instar 3; Dec-Feb off Antarctica; Dec-Jan off Antarctica; Eggs per individual; Fall; Female average of instar 15-19; Female is average of Instars 15-19; From sizeAssoc; In situ incubation; Jan-Nov in Scottish waters; maximum length = 11-26; maximum length = 7-8; Nov-May off southern Norway; number of eggs deposited by females; number of eggs in brood; Number of eggs produces by C. limacina; One year at Korsfjorden, Norway; predicted time to grow to maximum reported size; predicted time to grow to reproductive size; Proportion indigestible = 0.0744; Proportion indigestible = 0.085; Proportion indigestible = 0.0886; Proportion indigestible = 0.0966; Proportion indigestible = 0.1018; Proportion indigestible = 0.1094; Proportion indigestible = 0.1125; Proportion indigestible = 0.1127; Proportion indigestible = 0.1204; Proportion indigestible = 0.1541; Reported as g-1 WW; reported in months; Sampled from June-July; Sept at Gulf of Aden; shell length number of eggs deposited by females; Shipboard incubation; size group 1; size group 2; size group 3; size group 4; size group 5; taxon level average; Temp reporedted as to 5.2 degC; Temp reported as 13.5 to 19.5deg C; Temp reported as 21 to 28deg C; Temp reported as 23 to 29deg C; Temp reported as 25-29deg C; Temp reported as 5 to 6deg C; Temp reported as 5.0-6.0deg C; Temp reported as 9 to 12deg C; Trait value merged from multiple records.; traitValueN 9-68; traitValueN is 2-3; traitValueN is 3-4; traitValueN is 8-9; Value calculated from duration in years; value is midpoint of min and max; value temperature standardized with Q10 = 1.55; value temperature standardized with Q10 = 2.0; value temperature standardized with Q10 = 2.8; values calculated from wet mass and carbon mass from Kiorboe 2013; veliger to maximum size; veliger to metamorphosis; veliger to sexual maturity; Winter","Ikeda1995","","10.1007/BF00349122","","urn:lsid:marinespecies.org:taxname:421603","Primno abyssalis (Bowman, 1968)","Species","Animalia","Arthropoda","Malacostraca","Amphipoda","Phrosinidae","Primno","Amphipod","derived from midpoint of range; literature","","P. Pata","2023-06-28",18,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,"11-194-17; 11-194-2; 11-194-3; 11-194-4; 11-194-5; 11-194-6; 11-194-7; 11-194-8",NA,NA
"36-240-3",36,240,0,3,"Themisto gaudichaudii","hydrogenPDW","6","percent","numeric","",NA,0.565685424949239,2,"",NA,NA,NA,NA,NA,NA,"Antarctic",NA,NA,"0.45 x 0.60; 0.79 x 0.52; 1.74 x 2.93; 1.8-2 mm; 13 mm individual; 15 cm individual; 2 cm individual; 35 mm body length; 4.5 mm individual; 4.6 x 2.6; 45 mm body length; 52 mm body length; 55 mm body length; 6-10 mm shell diameter; 77 mm body length; as life span in months (converted by x30 days); Associated dry mass value is midpoint of min and max values.; austral summer; Calculated from carbonPDW and dryWeight; Calculated from nitrogenPDW and dryWeight; Calculated from phosphorusPDW and dryWeight; calculated weight specific value from associated size value; corrected with assumed residual water of 11.7% of DW; days from instar 3; Dec-Feb off Antarctica; Dec-Jan off Antarctica; Eggs per individual; Fall; Female average of instar 15-19; Female is average of Instars 15-19; From sizeAssoc; In situ incubation; Jan-Nov in Scottish waters; maximum length = 11-26; maximum length = 7-8; Nov-May off southern Norway; number of eggs deposited by females; number of eggs in brood; Number of eggs produces by C. limacina; One year at Korsfjorden, Norway; predicted time to grow to maximum reported size; predicted time to grow to reproductive size; Proportion indigestible = 0.0744; Proportion indigestible = 0.085; Proportion indigestible = 0.0886; Proportion indigestible = 0.0966; Proportion indigestible = 0.1018; Proportion indigestible = 0.1094; Proportion indigestible = 0.1125; Proportion indigestible = 0.1127; Proportion indigestible = 0.1204; Proportion indigestible = 0.1541; Reported as g-1 WW; reported in months; Sampled from June-July; Sept at Gulf of Aden; shell length number of eggs deposited by females; Shipboard incubation; size group 1; size group 2; size group 3; size group 4; size group 5; taxon level average; Temp reporedted as to 5.2 degC; Temp reported as 13.5 to 19.5deg C; Temp reported as 21 to 28deg C; Temp reported as 23 to 29deg C; Temp reported as 25-29deg C; Temp reported as 5 to 6deg C; Temp reported as 5.0-6.0deg C; Temp reported as 9 to 12deg C; Trait value merged from multiple records.; traitValueN 9-68; traitValueN is 2-3; traitValueN is 3-4; traitValueN is 8-9; Value calculated from duration in years; value is midpoint of min and max; value temperature standardized with Q10 = 1.55; value temperature standardized with Q10 = 2.0; value temperature standardized with Q10 = 2.8; values calculated from wet mass and carbon mass from Kiorboe 2013; veliger to maximum size; veliger to metamorphosis; veliger to sexual maturity; Winter","OmoriIkeda1984","","","","urn:lsid:marinespecies.org:taxname:325384","Themisto gaudichaudii Guérin, 1825","Species","Animalia","Arthropoda","Malacostraca","Amphipoda","Hyperiidae","Themisto","Amphipod","literature","","P. Pata","2023-06-28",3,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,"36-240-1; 36-240-2",NA,NA
